N,MSW93_Order,MSW93_Family,MSW93_Genus,MSW93_Species,MSW93_Binomial,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterBirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,5-5_AdultBodyMass_g_EXT,16-2_LittersPerYear_EXT,5-6_NeonateBodyMass_g_EXT,5-7_WeaningBodyMass_g_EXT,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MRLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MRLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm
68,Rodentia,Muridae,Akodon,juninensis,Akodon_juninensis,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164824,-6.6,-14.2,-10.4,-72.91,-78.62,-75.76,3,20.47,4,0.08,99.24,127.23,961.38,1424.49
69,Rodentia,Muridae,Akodon,kempi,Akodon_kempi,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10556,-33.9,-35.02,-34.46,-56.51,-59.25,-57.88,8,497.35,8,0.05,81.02,160.83,914.31,1051.75
70,Rodentia,Muridae,Akodon,kofordi,Akodon_kofordi,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21269,-12.87,-14.52,-13.7,-69.08,-71.62,-70.35,1,6.87,1,0.05,333.69,89.47,1387.81,1429.91
71,Rodentia,Muridae,Akodon,lanosus,Akodon_lanosus,NA,27.9,NA,NA,NA,NA,45.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43017,-50.67,-54.84,-52.76,-67.08,-74.96,-71.02,0,1.44,0,0.24,60.63,45.34,380.38,431.52
72,Rodentia,Muridae,Akodon,latebricola,Akodon_latebricola,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62438,0.87,-4.69,-1.91,-77.48,-79.44,-78.46,2,49.11,4,0.11,153.63,164.19,1226.33,1404.97
73,Rodentia,Muridae,Akodon,lindberghi,Akodon_lindberghi,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2401,-13.9,-14.4,-14.15,-46.08,-46.57,-46.33,3,5.99,3,0.11,127.74,208.24,1072.25,1530
74,Rodentia,Muridae,Akodon,longipilis,Akodon_longipilis,2,38.9,NA,NA,NA,112.3,57.61,42.3,7,NA,NA,3,NA,NA,17,3.68,NA,NA,3.3,NA,2730,NA,43.77,NA,NA,2,2,NA,NA,NA,NA,5.33,NA,NA,423824,-30.29,-54.17,-42.23,-68.63,-73.75,-71.19,0,32.79,0,0.1,64.15,64.48,454.6,677.15
75,Rodentia,Muridae,Akodon,mansoensis,Akodon_mansoensis,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3830,-40.24,-40.82,-40.53,-70.43,-71.31,-70.87,1,2.16,1,0.26,51.82,72.68,551,800.06
76,Rodentia,Muridae,Akodon,markhami,Akodon_markhami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6084,-48.67,-50.06,-49.37,-74.38,-75.47,-74.92,0,0.69,0,0,281.3,46.78,359.8,563.33
77,Rodentia,Muridae,Akodon,mimus,Akodon_mimus,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76742,-13.45,-18.25,-15.85,-63.95,-70.34,-67.14,1,21.45,1,0.14,131.58,141.34,1160.37,1420.7
78,Rodentia,Muridae,Akodon,molinae,Akodon_molinae,NA,33,NA,NA,NA,91.25,NA,NA,NA,NA,23,1,NA,NA,30,3.77,NA,NA,2.95,NA,NA,NA,30.21,NA,NA,1,NA,25.99,NA,NA,NA,3.99,NA,NA,139180,-33.7,-39.73,-36.71,-61.41,-68.77,-65.09,0,4.76,0,0.1,30.73,143.13,435.85,807.16
79,Rodentia,Muridae,Akodon,mollis,Akodon_mollis,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96270,-1.48,-5.16,-3.32,-75.98,-81.01,-78.49,0,59.38,2,0.1,157.29,225.99,1112.01,1396.49
80,Rodentia,Muridae,Akodon,neocenus,Akodon_neocenus,NA,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74279,-38.06,-40.72,-39.39,-61.97,-69.4,-65.68,0,4.08,0,0.13,24.08,140.94,338.65,765.03
81,Rodentia,Muridae,Akodon,nigrita,Akodon_nigrita,3,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,722887,-11.48,-29.58,-20.53,-39.55,-56.45,-48,5,97.67,11,0.06,128.72,197.75,1177.34,1296.29
82,Rodentia,Muridae,Akodon,olivaceus,Akodon_olivaceus,2,26.9,NA,NA,NA,NA,49.19,27,7,NA,NA,3,NA,NA,NA,5.4,NA,NA,NA,NA,2540,NA,211.68,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,288100,-18.48,-51.56,-35.02,-69.52,-75.26,-72.39,0,36.88,0,0.06,103.59,65.64,475.26,807.71
83,Rodentia,Muridae,Akodon,orophilus,Akodon_orophilus,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73051,-4.58,-9.61,-7.09,-75.3,-78.6,-76.95,2,12.61,2,0.14,128.09,206.87,1227.84,1447.63
84,Rodentia,Muridae,Akodon,puer,Akodon_puer,NA,20.7,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318910,-13.39,-26.99,-20.19,-63.13,-70.85,-66.99,1,17.85,1,0.1,88.47,113.52,853.9,1367.5
85,Rodentia,Muridae,Akodon,sanborni,Akodon_sanborni,2,24.7,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,18335,-40.43,-43.29,-41.86,-71.97,-74.09,-73.03,1,11.71,1,0.07,133.02,78.92,686.74,730.21
86,Rodentia,Muridae,Akodon,sanctipaulensis,Akodon_sanctipaulensis,NA,27.1,NA,88.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79134,-21.78,-25.04,-23.41,-44.79,-49.76,-47.28,8,247.12,12,0.08,143.72,189.66,1253.58,1329.77
87,Rodentia,Muridae,Akodon,serrensis,Akodon_serrensis,NA,28.3,NA,96.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51048,-22.81,-26.11,-24.46,-47.04,-54.72,-50.88,10,43.75,12,0.07,152.66,199.34,1259.78,1267.49
88,Rodentia,Muridae,Akodon,siberiae,Akodon_siberiae,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32319,-16.31,-18.51,-17.41,-64.27,-66.94,-65.6,3,20.86,4,0.24,70.95,173.72,990.36,1386.02
89,Rodentia,Muridae,Akodon,simulator,Akodon_simulator,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160100,-21.28,-28.96,-25.12,-62.55,-66.55,-64.55,1,16.07,1,0.12,55.54,133.57,721.26,1274.21
90,Rodentia,Muridae,Akodon,spegazzinii,Akodon_spegazzinii,NA,28.6,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83478,-23.8,-27.82,-25.81,-64.39,-66.9,-65.65,0,20.5,1,0.14,52.42,69.9,657.38,1262.17
91,Rodentia,Muridae,Akodon,subfuscus,Akodon_subfuscus,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353424,-10,-17.59,-13.8,-65.28,-77.41,-71.34,0,21.82,1,0.09,100.64,102.33,929.01,1370.18
92,Rodentia,Muridae,Akodon,surdus,Akodon_surdus,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17420,-12.08,-13.71,-12.9,-72.02,-73.69,-72.86,6,15.51,6,0.08,72.79,178.64,786.09,1400.17
93,Rodentia,Muridae,Akodon,sylvanus,Akodon_sylvanus,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48394,-18.8,-24.11,-21.45,-63.74,-65.71,-64.73,3,10.74,3,0.12,68.04,120.57,807.59,1466.12
94,Rodentia,Muridae,Akodon,toba,Akodon_toba,NA,51.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402084,-17.51,-26.94,-22.23,-57.45,-63.13,-60.29,0,4.17,0,0.06,77.69,235.84,979.4,1218.26
95,Rodentia,Muridae,Akodon,torques,Akodon_torques,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41380,-12.37,-14.51,-13.44,-69.12,-73.69,-71.4,4,13.84,4,0.07,199.78,123.62,1093.18,1408.44
96,Rodentia,Muridae,Akodon,urichi,Akodon_urichi,2,44.9,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,5.19,3.6,NA,NA,NA,304,NA,73.36,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,229420,10.76,1.32,6.04,-61.01,-72.46,-66.74,0,70.64,0,0.17,145.69,234.28,1483.19,1706.59
97,Rodentia,Muridae,Akodon,varius,Akodon_varius,NA,40,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,245945,-16.21,-22.36,-19.29,-61.88,-67.16,-64.52,1,13.45,1,0.14,74.3,181.74,938.11,1424.3
98,Rodentia,Muridae,Akodon,xanthorhinus,Akodon_xanthorhinus,NA,19,NA,96.87,NA,NA,NA,NA,3,NA,NA,1,0.00045,0.000412,NA,5.1,2,12,NA,NA,4000,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,651163,-36.58,-55.72,-46.15,-64.97,-73.63,-69.3,0,1.63,0,0.16,32.73,67.72,318.54,546.68
99,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Alcelaphus_buselaphus,3,164000,NA,1975,NA,927.7,NA,NA,2,NA,242.66,1,2.75,1.47,345.5,1,NA,240,12500,NA,3.39,NA,696.83,20,2,1,1,188.73,48000,NA,NA,1.14,NA,NA,5580395,17.65,-27.32,-4.83,45.78,-15.68,15.05,0,29.89,0,0.11,84.03,240.71,874.63,1571.86
100,Artiodactyla,Cervidae,Alces,alces,Alces_alces,2,481000,NA,2726.66,NA,1216.66,NA,NA,2,NA,235,1,72,64.2,365,1.25,1.7,324,13000,NA,0.4,NA,547.49,1,4,1,1,98.18,86500,NA,NA,NA,NA,NA,22315180,72.81,40.75,56.78,160.75,-168.12,-3.68,0,8.46,0,-0.00684,38.35,-44.25,311.6,350.6
101,Chiroptera,Pteropodidae,Alionycteris,paucidentata,Alionycteris_paucidentata,NA,16.2,44.48,64.17,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,168,7.92,7.79,7.86,124.51,124.38,124.45,110,145,110,0.06,187,200,1589.5,1723.5
102,Rodentia,Dipodidae,Allactaga,balikunica,Allactaga_balikunica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308292,44.12,40.77,42.44,109.71,94.89,102.3,0,1.49,0,0.02,12.73,35.14,110,580.69
103,Rodentia,Dipodidae,Allactaga,bullata,Allactaga_bullata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848002,50.02,41.36,45.69,114.45,91.95,103.2,0,2.14,0,0.01,16.27,-0.28,201.24,557.81
104,Rodentia,Dipodidae,Allactaga,elater,Allactaga_elater,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37,2,NA,NA,NA,NA,NA,91.74,NA,NA,NA,NA,32.1,NA,NA,NA,NA,NA,NA,4512224,51.87,27.04,39.46,94.7,43.26,68.98,0,22.69,1,0.08,18.42,109.79,242.11,863.1
105,Rodentia,Dipodidae,Allactaga,euphratica,Allactaga_euphratica,NA,232,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906121,41.75,28.73,35.24,69.51,27.96,48.74,1,63.21,3,0.11,28.74,143.4,314.9,1104.97
106,Rodentia,Dipodidae,Allactaga,firouzi,Allactaga_firouzi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,31.79,31.63,31.71,51.88,51.73,51.81,37,37,37,0.08,12,95,345,1307
107,Rodentia,Dipodidae,Allactaga,hotsoni,Allactaga_hotsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489819,33.56,26.69,30.12,66.87,56.53,61.7,3,13.19,3,0.18,8.58,196.39,132.7,1251.74
108,Rodentia,Dipodidae,Allactaga,major,Allactaga_major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,328.99,NA,NA,NA,NA,45.07,NA,NA,NA,NA,NA,NA,4637649,56.71,41.02,48.87,86.23,28.98,57.61,0,23.8,1,0.0038,27.13,47.73,330.57,544.14
109,Rodentia,Dipodidae,Allactaga,severtzovi,Allactaga_severtzovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143126,46.9,37.47,42.18,80.57,50.21,65.39,0,22.88,0,0.02,15.57,95.89,214.55,706.65
110,Rodentia,Dipodidae,Allactaga,sibirica,Allactaga_sibirica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5412536,54.31,36.93,45.62,127.23,50.21,88.72,0,17.05,0,0.03,19.98,21.36,266.9,589.78
111,Rodentia,Dipodidae,Allactaga,tetradactyla,Allactaga_tetradactyla,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336436,32.93,28.62,30.78,32.67,19.92,26.29,1,139.66,1,0.19,5.97,200.95,96.99,1312.96
112,Rodentia,Dipodidae,Allactaga,vinogradovi,Allactaga_vinogradovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158261,45.73,39.51,42.62,75.02,66.75,70.89,1,43.64,1,0.01,22.66,103.19,252.93,678.2
113,Rodentia,Dipodidae,Allactodipus,bobrinskii,Allactodipus_bobrinskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399244,44.32,38.62,41.47,67.61,52.41,60.01,0,19.29,0,0.06,10.42,123.82,189.53,753.64
114,Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allenopithecus_nigroviridis,3,4750,NA,459.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,NA,276,242,NA,NA,NA,NA,40,NA,NA,NA,102.92,NA,NA,NA,NA,NA,NA,609031,3.5,-3.85,-0.17,25.29,16.08,20.68,1,8.59,1,0.16,157.4,251.65,1517.75,1589.35
115,Primates,Cheirogaleidae,Allocebus,trichotis,Allocebus_trichotis,2,78.9,NA,133.99,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,1,NA,2,2,NA,NA,125,NA,NA,NA,55.3,42488,-13.99,-19.18,-16.59,50.48,48.22,49.35,8,30.01,11,0.17,190.23,203.17,1388.15,1653.74
116,Rodentia,Muridae,Allocricetulus,curtatus,Allocricetulus_curtatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974906,53.75,41.29,47.52,118.58,95.98,107.28,0,4.83,0,0.05,21.51,-12.67,273.12,530.06
117,Rodentia,Muridae,Allocricetulus,eversmanni,Allocricetulus_eversmanni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1887396,63.18,49.44,56.31,91.15,55.61,73.38,0,12.48,0,0.00442,33.52,-13.46,358.86,402.46
118,Carnivora,Canidae,Alopex,lagopus,Alopex_lagopus,2,3600,NA,568.05,15.03,NA,1627.2,3200,1,164.99,52.99,1,14.3,12.8,365,7.29,NA,180,69.2,NA,0.1,NA,255.85,NA,14,1,3,50.84,NA,NA,NA,1.11,NA,NA,16988520,83.62,47.29,65.45,180,-180,-1.76E-008,0,2.84,0,-0.05,29.99,-90.39,207.96,217.24
119,Primates,Cebidae,Alouatta,belzebul,Alouatta_belzebul,3,6180,NA,551.22,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,7.4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1904877,0.08,-13.69,-6.8,-34.79,-60.64,-47.71,0,16.71,0,0.12,164.32,248.74,1286.64,1549.93
120,Primates,Cebidae,Alouatta,caraya,Alouatta_caraya,3,5590,NA,559.01,NA,1354.15,NA,NA,3,NA,185.98,NA,NA,NA,337.62,1.01,NA,243.6,262,NA,80,NA,1094.03,8.9,NA,NA,1,321.06,NA,NA,NA,1.16,NA,NA,1534736,-12.1,-28.59,-20.34,-44.44,-65.47,-54.96,0,12.01,1,0.11,116.64,229.01,1193.12,1404.85
121,Primates,Cebidae,Alouatta,coibensis,Alouatta_coibensis,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1159,7.94,7.31,7.63,-81.23,-81.89,-81.56,7,14.66,7,0.15,162,266,NA,NA
122,Primates,Cebidae,Alouatta,fusca,Alouatta_fusca,3,5190,NA,515.31,NA,NA,NA,NA,4,NA,NA,1,0.03,NA,NA,NA,NA,NA,NA,NA,89.1,NA,NA,7.4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,825479,-12.66,-29.6,-21.13,-38.58,-54.7,-46.64,5,105.77,12,0.06,133.23,196.32,1225.7,1332.19
123,Primates,Cebidae,Alouatta,palliata,Alouatta_palliata,3,6580,NA,577.23,NA,1382.13,2027.4,4670,2,NA,185.48,1,0.19,0.21,684.37,1.01,NA,300,319,NA,59,NA,1368.74,13.1,NA,2,1,492.38,1060,NA,NA,0.81,NA,NA,559555,18.71,-4.8,6.95,-76.77,-95.57,-86.17,2,62.18,4,0.13,185.26,237.38,1299.96,1633.87
124,Primates,Cebidae,Alouatta,pigra,Alouatta_pigra,3,7200,NA,567.8,NA,NA,NA,NA,2,NA,185.98,1,0.3,0.29,NA,1.01,NA,240,480,NA,8.54,NA,NA,5.5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,91385,21.6,16,18.8,-86.73,-92.43,-89.58,3,16.53,3,0.24,134.13,250.78,1373.84,1580.84
125,Primates,Cebidae,Alouatta,sara,Alouatta_sara,3,6610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526742,-9.94,-19.49,-14.72,-57.79,-69.22,-63.5,0,3.04,0,0.13,109.48,244.89,1270.73,1488.29
126,Primates,Cebidae,Alouatta,seniculus,Alouatta_seniculus,3,6420,NA,561.25,NA,1671.7,NA,NA,6,NA,189.96,1,0.1,0.11,507.35,1.01,NA,300,294,NA,44.5,NA,1475.2,7.9,NA,2,2,367.63,NA,NA,NA,0.94,NA,NA,4180384,12.2,-10.84,0.68,-49.88,-77.13,-63.5,0,15.42,0,0.11,174.51,250.34,1470.06,1620.88
127,Rodentia,Muridae,Alticola,albicauda,Alticola_albicauda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33358,36.23,33.7,34.96,78.3,74.93,76.62,3,17.01,13,0.11,8.19,-49.57,251.98,909.46
128,Rodentia,Muridae,Alticola,argentatus,Alticola_argentatus,NA,37.7,NA,107.79,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4.57,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1225348,47.2,32.38,39.79,100.09,66.63,83.36,0,32.57,0,0.1,17.88,8.19,220.11,793.12
129,Rodentia,Muridae,Alticola,barakshin,Alticola_barakshin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498939,52.15,44.81,48.48,99.03,87.02,93.02,1,2.01,1,0.06,19.89,-71.53,259.74,514.28
130,Rodentia,Muridae,Alticola,lemminus,Alticola_lemminus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3666349,73.8,51.22,62.51,179.75,-179.54,0.1,0,0.3,0,-0.29,23.17,-130.4,212.17,247.55
131,Rodentia,Muridae,Alticola,macrotis,Alticola_macrotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770987,56.65,48.15,52.4,116.45,83.53,99.99,0,4.06,0,0.03,25.71,-64.88,338.02,451.82
132,Rodentia,Muridae,Alticola,montosa,Alticola_montosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70730,35.28,31.73,33.5,78.76,75.28,77.02,2,34.49,6,0.09,33.52,-16.48,558.61,991.07
133,Rodentia,Muridae,Alticola,roylei,Alticola_roylei,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22396,32.35,30.18,31.26,80.09,77.51,78.8,2,52.68,2,0.05,102.8,52.7,854.48,1149.76
134,Rodentia,Muridae,Alticola,semicanus,Alticola_semicanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741139,52.26,43.08,47.67,117.22,92.63,104.93,0,2.27,1,0.08,20.98,-42.69,311.73,473.05
